date,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-07,000423,50.7,50.18,50.91,50.18,68410,345019932.7,1.43,-1.49,-0.76,1.06
2026-01-08,000423,50.22,50.14,50.46,50.04,44390,223059464.55,0.84,-0.08,-0.04,0.69
2026-01-09,000423,50.14,49.94,50.26,49.65,61020,304279702.46,1.22,-0.4,-0.2,0.95
2026-01-12,000423,49.94,49.8,50.21,49.66,56040,279440639.09,1.1,-0.28,-0.14,0.87
2026-01-13,000423,49.82,49.51,50.3,49.33,64875,323386320.5,1.95,-0.58,-0.29,1.01
2026-01-14,000423,49.49,48.95,49.85,48.45,107638,529665653.78,2.83,-1.13,-0.56,1.67
2026-01-15,000423,48.77,49.22,49.35,48.72,60534,297093028.84,1.29,0.55,0.27,0.94
2026-01-16,000423,49.03,49.12,49.31,48.76,44944,220175381.57,1.12,-0.2,-0.1,0.7
2026-01-19,000423,48.93,49.04,49.38,48.72,42591,208852561.07,1.34,-0.16,-0.08,0.66
2026-01-20,000423,49.0,49.85,49.98,48.91,69929,346918387.59,2.18,1.65,0.81,1.09
2026-01-21,000423,50.0,50.15,50.98,49.8,83062,419055839.59,2.37,0.6,0.3,1.29
2026-01-22,000423,50.25,50.09,50.5,49.73,43143,215779583.87,1.54,-0.12,-0.06,0.67
2026-01-23,000423,50.06,50.23,50.44,49.83,40349,202523268.35,1.22,0.28,0.14,0.63
2026-01-26,000423,50.23,50.52,50.65,50.06,71112,358415864.3,1.17,0.58,0.29,1.11
2026-01-27,000423,50.5,50.35,50.77,50.1,64516,325328013.99,1.33,-0.34,-0.17,1.0
2026-01-28,000423,50.35,50.35,50.53,49.78,84165,422487309.17,1.49,0.0,0.0,1.31
2026-01-29,000423,50.15,51.03,51.18,50.12,117688,599172099.07,2.11,1.35,0.68,1.83
2026-01-30,000423,51.08,50.63,52.2,50.63,145226,746070796.69,3.08,-0.78,-0.4,2.26
2026-02-02,000423,50.63,51.39,52.44,50.49,166637,862591465.84,3.85,1.5,0.76,2.59
2026-02-03,000423,51.68,52.9,53.18,51.43,152139,800398308.73,3.41,2.94,1.51,2.37
2026-02-04,000423,53.87,54.98,55.05,53.08,202588,1103522388.97,3.72,3.93,2.08,3.15
2026-02-05,000423,54.98,55.3,55.76,54.52,133954,739381258.76,2.26,0.58,0.32,2.08
2026-02-06,000423,55.61,54.37,56.29,54.37,106431,584951619.77,3.47,-1.68,-0.93,1.66
2026-02-09,000423,54.37,56.4,56.55,54.21,135875,757598126.93,4.3,3.73,2.03,2.11
2026-02-10,000423,56.4,55.26,56.5,54.99,69958,387313639.14,2.68,-2.02,-1.14,1.09
2026-02-11,000423,55.07,55.44,56.13,54.82,56835,315944406.46,2.37,0.33,0.18,0.88
2026-02-12,000423,55.21,54.78,55.56,54.66,47570,261581867.36,1.62,-1.19,-0.66,0.74
2026-02-13,000423,54.77,54.86,55.46,54.54,54727,301146907.97,1.68,0.15,0.08,0.85
2026-02-24,000423,55.06,55.15,55.75,54.6,57392,316742760.24,2.1,0.53,0.29,0.89
2026-02-25,000423,55.15,55.35,55.71,54.95,49373,273450239.64,1.38,0.36,0.2,0.77
2026-02-26,000423,55.13,54.35,55.52,54.08,93617,509583432.14,2.6,-1.81,-1.0,1.46
2026-02-27,000423,54.36,54.37,54.81,54.16,45898,249633938.85,1.2,0.04,0.02,0.71
2026-03-02,000423,54.0,54.08,54.55,53.59,71917,387994754.65,1.77,-0.53,-0.29,1.12
2026-03-03,000423,54.04,52.7,54.04,52.5,87729,465995287.88,2.85,-2.55,-1.38,1.36
2026-03-04,000423,52.4,52.54,52.84,51.71,73796,386238344.22,2.14,-0.3,-0.16,1.15
2026-03-05,000423,52.8,52.58,52.87,52.17,51278,269086683.67,1.33,0.08,0.04,0.8
2026-03-06,000423,52.59,52.6,53.18,52.33,43322,228153825.29,1.62,0.04,0.02,0.67
2026-03-09,000423,52.43,51.91,52.65,51.85,58852,306883310.11,1.52,-1.31,-0.69,0.92
2026-03-10,000423,52.16,52.88,52.92,52.03,62756,329845263.57,1.71,1.87,0.97,0.98
2026-03-11,000423,53.0,52.4,53.11,52.34,38320,201301317.89,1.46,-0.91,-0.48,0.6
2026-03-12,000423,52.47,52.41,52.75,51.73,63793,333002305.3,1.95,0.02,0.01,0.99
2026-03-13,000423,52.2,52.07,52.63,52.04,35460,185610694.16,1.13,-0.65,-0.34,0.55
2026-03-16,000423,52.09,52.19,52.29,51.67,33382,173766112.27,1.19,0.23,0.12,0.52
2026-03-17,000423,52.28,52.84,53.3,52.1,61375,324274769.43,2.3,1.25,0.65,0.95
2026-03-18,000423,52.85,53.05,53.33,52.52,68277,361238400.05,1.53,0.4,0.21,1.06
2026-03-19,000423,52.7,52.78,53.2,52.52,84666,447377834.64,1.28,-0.51,-0.27,1.32
2026-03-20,000423,55.09,56.02,57.09,55.09,235398,1326334385.6,3.79,6.14,3.24,3.66
2026-03-23,000423,56.02,54.92,56.55,54.6,134988,749012764.4,3.48,-1.96,-1.1,2.1
2026-03-24,000423,56.0,56.4,56.45,55.0,93656,523702345.9,2.64,2.69,1.48,1.46
2026-03-25,000423,56.3,55.7,56.3,55.53,54416,303756177.44,1.37,-1.24,-0.7,0.85
2026-03-26,000423,55.8,56.11,56.39,55.56,58484,327449089.35,1.49,0.74,0.41,0.91
2026-03-27,000423,55.7,55.87,56.63,55.59,59863,335247535.15,1.85,-0.43,-0.24,0.93
2026-03-30,000423,55.48,57.38,57.55,55.45,82465,468184074.2,3.76,2.7,1.51,1.28
